filepath,xmin,xmax,ymin,ymax
./data/all/1fc3eca8f75eaf8e.jpg,972,1013,256,271
./data/all/1fc52a63ee58d000.jpg,38,936,223,672
./data/all/1feb4b3b55eeb71b.jpg,268,319,277,292
./data/all/1ff57d8e771d9933.jpg,847,888,560,569
./data/all/1ff6c44a5fde8a31.jpg,126,145,843,857
./data/all/1ff6c44a5fde8a31.jpg,388,408,840,855
./data/all/2007ccd9b5adb6d2.jpg,511,872,564,761
./data/all/20308db6a01c98c5.jpg,580,592,680,687
./data/all/203ea701c4571114.jpg,0,36,404,451
./data/all/20514cfccbb4a2ab.jpg,310,370,648,660
./data/all/207a43258677b126.jpg,742,769,641,658
./data/all/207e52687cf87f1c.jpg,471,502,891,905
./data/all/20865b87d6fb638f.jpg,442,607,465,537
./data/all/20a79657859c6569.jpg,48,64,219,227
./data/all/20a79657859c6569.jpg,196,242,242,256
./data/all/20a79657859c6569.jpg,567,725,301,339
./data/all/20b8cae0b3e68882.jpg,335,520,480,533
./data/all/20c65122d5d44a9e.jpg,153,195,484,502
./data/all/20c65122d5d44a9e.jpg,422,471,476,504
./data/all/20c65122d5d44a9e.jpg,483,495,451,469
./data/all/20c65122d5d44a9e.jpg,615,651,455,473
./data/all/20d1e6d3f2d9588e.jpg,433,483,814,828
./data/all/20d1e6d3f2d9588e.jpg,698,733,777,788
./data/all/20dd51e4d8f0aa77.jpg,771,1019,473,766
./data/all/20e58d6285b590da.jpg,298,321,689,711
./data/all/20e58d6285b590da.jpg,737,776,649,668
./data/all/20f65224807e499c.jpg,92,120,493,539
./data/all/20fde57be2ce8172.jpg,466,645,460,498
./data/all/210112c7c8085350.jpg,267,367,676,700
./data/all/211a90888721e9a4.jpg,526,548,698,705
./data/all/21274dcdae6cc920.jpg,0,72,633,670
./data/all/2147719648a61430.jpg,755,847,390,436
./data/all/2156d03bc9689c9b.jpg,372,703,545,764
./data/all/215e6664fa5fdec7.jpg,909,923,629,638
./data/all/215fa1bf69e68740.jpg,326,745,173,556
./data/all/216c39e4b2b62b0d.jpg,397,614,229,310
./data/all/21855384b55b9538.jpg,143,167,211,222
./data/all/218d7da9395f1cd9.jpg,100,195,348,380
./data/all/21cc855412553064.jpg,88,115,516,534
./data/all/21cc855412553064.jpg,408,454,541,559
./data/all/21cc855412553064.jpg,541,583,494,518
./data/all/21cc855412553064.jpg,775,816,504,524
./data/all/21debc3dc31a9b3c.jpg,34,115,610,630
./data/all/21e56947aa6c2595.jpg,245,259,505,514
./data/all/21e56947aa6c2595.jpg,456,472,496,505
./data/all/21e56947aa6c2595.jpg,657,690,542,559
./data/all/21f0ffcb4ba5d81c.jpg,201,279,545,590
./data/all/220d7406d21275ab.jpg,33,73,579,622
./data/all/220d7406d21275ab.jpg,496,574,649,710
./data/all/2226a15da7814046.jpg,299,326,548,560
./data/all/2234772561378187.jpg,634,683,369,404
./data/all/2246d13e311ef680.jpg,575,628,470,485
./data/all/2264d9f5c9791d25.jpg,244,308,529,546
./data/all/2264d9f5c9791d25.jpg,486,532,540,553
./data/all/2264d9f5c9791d25.jpg,629,663,522,536
./data/all/2264d9f5c9791d25.jpg,743,772,513,522
./data/all/226a58959858e4ba.jpg,156,849,293,651
./data/all/227d8ba5011cf8b8.jpg,308,705,614,817
./data/all/228c8b6ad5075dcb.jpg,420,449,539,557
./data/all/2295a53417df7061.jpg,194,235,737,761
./data/all/22a22dcebec84afd.jpg,286,377,760,816
./data/all/22a74841a6af3806.jpg,13,111,497,524
./data/all/22a74841a6af3806.jpg,360,497,595,632
./data/all/22ad2e9217e242bb.jpg,730,895,385,467
./data/all/22ae1f99fe0aa038.jpg,437,481,487,498
./data/all/22ae1f99fe0aa038.jpg,662,703,497,510
./data/all/22ae1f99fe0aa038.jpg,769,821,579,592
./data/all/22ae1f99fe0aa038.jpg,908,973,671,694
./data/all/22bf70bdae805db8.jpg,153,882,134,499
./data/all/22c9c7c27a200e0e.jpg,8,42,832,847
./data/all/22c9c7c27a200e0e.jpg,354,373,812,829
./data/all/22e57f4079849ddc.jpg,45,109,82,145
./data/all/22eb795d5829444b.jpg,369,543,401,479
./data/all/230347b2d20a87a0.jpg,944,965,359,369
./data/all/2309fe8f7598c759.jpg,23,40,416,423
./data/all/23134744933336fd.jpg,90,234,383,430
./data/all/232cc517465edd5d.jpg,316,323,406,411
./data/all/232cc517465edd5d.jpg,468,478,418,429
./data/all/232fd2f4cd16a292.jpg,508,648,249,367
./data/all/234ae2b7bf7027a8.jpg,97,908,113,572
./data/all/2355dff67cc70c7e.jpg,64,98,344,358
./data/all/2355dff67cc70c7e.jpg,254,284,346,355
./data/all/2355dff67cc70c7e.jpg,425,442,345,352
./data/all/2355dff67cc70c7e.jpg,582,618,347,357
./data/all/2355dff67cc70c7e.jpg,771,798,344,353
./data/all/236b04e25b415b59.jpg,163,990,171,591
./data/all/2390816912ea2db6.jpg,735,870,331,419
./data/all/2390816912ea2db6.jpg,167,231,165,191
./data/all/23cca38091d40135.jpg,633,652,703,710
./data/all/23d0ba5ee72d6291.jpg,659,675,617,623
./data/all/23dcf8af02def762.jpg,222,402,102,230
./data/all/23dede11cda1cd96.jpg,415,543,361,429
./data/all/23e067be38ab1d13.jpg,156,178,333,344
./data/all/23e067be38ab1d13.jpg,387,482,425,454
./data/all/23f2869c19ca0d87.jpg,0,34,581,611
./data/all/2403a98ffb148d44.jpg,418,464,534,556
./data/all/24042024850dfab2.jpg,775,1003,787,990
./data/all/241f73d77f0ee5d1.jpg,177,202,596,613
./data/all/241f73d77f0ee5d1.jpg,372,408,616,629
./data/all/2427f3e71706e682.jpg,0,448,436,590
./data/all/242f1784485bc91b.jpg,168,267,286,347
./data/all/242f1784485bc91b.jpg,946,1004,125,150
./data/all/2436188aba6df49d.jpg,364,453,457,498
./data/all/2436188aba6df49d.jpg,689,771,497,528
./data/all/247b74ca4fd19931.jpg,80,981,104,588
./data/all/247b9ef2723cc748.jpg,208,340,463,546
./data/all/24873f3b603b0ccd.jpg,169,188,466,475
./data/all/24873f3b603b0ccd.jpg,361,390,444,456
./data/all/24873f3b603b0ccd.jpg,593,620,384,398
./data/all/24a7a3f30a92e416.jpg,126,205,250,278
./data/all/24b56fd8bef34a71.jpg,640,693,440,473
./data/all/24c695facefd6527.jpg,788,870,400,478
./data/all/24dac461341627a1.jpg,709,814,396,444
./data/all/24dac461341627a1.jpg,913,975,382,411
./data/all/24eb16b34811d74a.jpg,188,679,182,680
./data/all/24f7fa24a76ee46c.jpg,0,1020,32,671
./data/all/250a9db1e94c4c80.jpg,716,757,483,497
./data/all/250e1fdda0b6948d.jpg,659,705,450,464
./data/all/2530a95b2f2597f8.jpg,335,422,735,765
./data/all/2559b6deb6a6be77.jpg,223,275,499,525
./data/all/2559b6deb6a6be77.jpg,698,748,479,509
./data/all/256f1d5a03a0ec47.jpg,293,338,862,873
./data/all/257f2274a3704206.jpg,113,852,115,522
./data/all/2587dcc66dfe21b8.jpg,289,363,345,360
./data/all/25910a46cae6d0f5.jpg,895,1010,402,541
./data/all/25a4403c6901b464.jpg,302,613,510,608
./data/all/25a935e194aa3efd.jpg,494,865,395,490
./data/all/25aed12cf03f9ba6.jpg,29,55,324,342
./data/all/25aed12cf03f9ba6.jpg,189,225,317,329
./data/all/25b90b8f741890eb.jpg,301,380,538,559
./data/all/25c0f9c84cafbc37.jpg,248,322,521,542
./data/all/25c308a4a0f8443c.jpg,321,384,461,486
./data/all/25c308a4a0f8443c.jpg,521,537,425,433
./data/all/25c308a4a0f8443c.jpg,696,712,465,471
./data/all/25c308a4a0f8443c.jpg,858,881,447,458
./data/all/25c96c94dcb3e3ac.jpg,222,449,550,662
./data/all/25c98cac9411dcba.jpg,955,997,456,466
./data/all/25cb50508efc104f.jpg,97,202,301,344
./data/all/26080cce13bced1d.jpg,280,301,446,460
./data/all/262b0f2bb2998523.jpg,235,273,921,929
./data/all/2655dfa3ddf7168e.jpg,383,704,500,582
./data/all/26836bb8230afdc3.jpg,656,873,456,634
./data/all/268fa31688e46ce5.jpg,33,85,729,744
./data/all/268fa31688e46ce5.jpg,191,210,714,721
./data/all/2692481c95e0c12a.jpg,158,179,585,597
./data/all/2692481c95e0c12a.jpg,456,474,557,570
./data/all/2697961fa491123d.jpg,501,673,554,605
./data/all/26a9399430d101e8.jpg,740,786,562,580
./data/all/26ab53ea8c8a7166.jpg,694,750,300,318
./data/all/26c44048966fe2c1.jpg,29,83,646,661
./data/all/26c44048966fe2c1.jpg,336,385,605,621
./data/all/26f1174d2d18a63f.jpg,643,787,410,442
./data/all/2707c4a0cb077286.jpg,416,597,561,622
./data/all/270fafe73e56b643.jpg,384,670,748,820
./data/all/2725f8af6c5a8912.jpg,709,757,454,466
./data/all/272ffce45f37a3b0.jpg,994,1021,365,383
./data/all/275981a4b9c0fbbc.jpg,147,250,307,366
./data/all/2771e3af1f1f0ae9.jpg,540,573,390,407
./data/all/277b830cab2b8084.jpg,248,268,405,421
./data/all/277b830cab2b8084.jpg,294,304,384,389
./data/all/277b830cab2b8084.jpg,320,333,444,453
./data/all/277b830cab2b8084.jpg,328,341,401,409
./data/all/277b830cab2b8084.jpg,449,463,430,439
./data/all/277b830cab2b8084.jpg,460,482,478,489
./data/all/277b830cab2b8084.jpg,508,531,493,501
./data/all/277b830cab2b8084.jpg,569,591,377,388
./data/all/277b830cab2b8084.jpg,936,957,584,595
./data/all/27801b00dbefaa6d.jpg,513,700,279,380
./data/all/27887d70caebfa69.jpg,561,716,371,435
./data/all/27887d70caebfa69.jpg,939,980,291,309
./data/all/27c304f9c16c297e.jpg,609,733,279,341
./data/all/27c304f9c16c297e.jpg,982,1023,257,292
./data/all/27c5c3019c88a76a.jpg,851,901,392,407
./data/all/27eb9c891426cda4.jpg,339,646,136,361
./data/all/28023dd3f4e17875.jpg,394,471,502,521
./data/all/28023dd3f4e17875.jpg,789,822,445,452
./data/all/2835f29b6af21e30.jpg,39,255,791,876
./data/all/284a0695f0a0cf4c.jpg,212,236,487,498
./data/all/284a0695f0a0cf4c.jpg,334,355,508,522
./data/all/284a0695f0a0cf4c.jpg,675,707,543,561
./data/all/284dba33c25d3fee.jpg,737,856,463,526
./data/all/2850c4eb6edad338.jpg,890,909,487,500
./data/all/28695bbaa520b03e.jpg,141,158,559,570
./data/all/28897a549dd42ffd.jpg,217,335,346,387
./data/all/28897a549dd42ffd.jpg,995,1021,367,404
./data/all/28940beda54a3d78.jpg,534,562,599,609
./data/all/289c79f1a2bcc515.jpg,0,172,286,346
./data/all/28a80f7b2ad8fe6a.jpg,2,292,0,110
./data/all/28bf848d4c30b87f.jpg,282,448,360,397
./data/all/28bfd90e2c96bad3.jpg,823,852,104,122
./data/all/28d3e7dddfbd130b.jpg,36,59,261,273
./data/all/28e86f7a8caecb66.jpg,796,854,184,264
./data/all/290b075812784b48.jpg,267,431,434,508
./data/all/290f440dcf7ffef5.jpg,2,81,604,632
./data/all/290f57636cf43000.jpg,98,153,650,663
./data/all/290f57636cf43000.jpg,347,397,651,662
./data/all/29118e479a10a9a2.jpg,52,125,621,724
./data/all/293b189bfb8c761a.jpg,462,510,614,637
./data/all/293b189bfb8c761a.jpg,982,1022,730,758
./data/all/2948034e6c6dee6d.jpg,0,203,665,751
./data/all/29489558191e3c8d.jpg,681,963,464,591
./data/all/296483c89579cd77.jpg,52,279,103,392
./data/all/2979cc792ab7e295.jpg,98,139,478,489
./data/all/2979cc792ab7e295.jpg,926,962,460,472
./data/all/2989adf46f70b4e9.jpg,103,243,232,317
./data/all/2989adf46f70b4e9.jpg,840,870,139,147
./data/all/29940e47ad07fd03.jpg,0,38,479,510
./data/all/29940e47ad07fd03.jpg,363,427,471,498
./data/all/29988d8af76c5d1f.jpg,333,913,426,672
./data/all/299d4a73917b92e6.jpg,512,563,429,445
./data/all/29a462e5cad6927c.jpg,133,163,609,620
./data/all/29a7cb8162121b36.jpg,28,106,694,729
./data/all/29ab3cf353e1f894.jpg,569,758,214,324
./data/all/29b0028cdc621b66.jpg,14,46,182,191
./data/all/29b0028cdc621b66.jpg,549,671,472,550
./data/all/29b0028cdc621b66.jpg,901,949,268,299
./data/all/29ca6d8fdd58d2bc.jpg,136,247,328,373
./data/all/29cf2a945253148b.jpg,1,19,342,353
./data/all/29cf2a945253148b.jpg,342,412,422,443
./data/all/29d5d51323d38be2.jpg,617,719,411,489
./data/all/29e1e863621096cf.jpg,251,496,334,443
./data/all/29e2dc0cf0d61bf3.jpg,78,129,911,931
./data/all/29e2dc0cf0d61bf3.jpg,697,753,898,927
./data/all/29fc1dbf7f6b7348.jpg,785,804,427,440
./data/all/0fd5ae5de64054db.jpg,363,444,461,486
./data/all/0fd5ae5de64054db.jpg,575,636,470,489
./data/all/10c1846f72e4a792.jpg,337,362,535,550
./data/all/11d57fae9a4d192f.jpg,52,899,177,617
./data/all/12b9839505b47fd1.jpg,356,489,375,417
./data/all/1364fc9ce7034c9c.jpg,271,369,605,639
./data/all/1364fc9ce7034c9c.jpg,879,898,394,404
./data/all/1364fc9ce7034c9c.jpg,930,956,404,416
./data/all/147847485fd2b6a6.jpg,881,897,254,262
./data/all/151e11680daaf912.jpg,572,824,347,463
./data/all/15c30abeae2ec27a.jpg,40,80,653,665
./data/all/169cfcea78a7d410.jpg,26,42,648,657
./data/all/169cfcea78a7d410.jpg,143,157,622,632
./data/all/169cfcea78a7d410.jpg,246,254,597,602
./data/all/1759271e6348f3b4.jpg,277,392,913,934
./data/all/184d3734c632b5c8.jpg,556,717,422,463
./data/all/195494430ef64186.jpg,244,358,507,572
./data/all/1a319872bcc58c1c.jpg,249,347,395,439
./data/all/1b089382aede1f3e.jpg,380,607,418,510
./data/all/2a03b6f2aa38c172.jpg,712,723,495,500
./data/all/2a2314ced155167d.jpg,128,193,456,477
./data/all/2a2314ced155167d.jpg,438,517,611,636
./data/all/2a2a9bae8748fa29.jpg,97,272,396,533
./data/all/2a2a9bae8748fa29.jpg,698,802,254,313
./data/all/2a41932389a94cec.jpg,96,130,335,353
./data/all/2a4cc18b02b3d9dd.jpg,105,178,546,584
./data/all/2a80c3a21da6411c.jpg,413,439,481,493
./data/all/2a80c3a21da6411c.jpg,558,574,452,460
./data/all/2a86589647dddbb1.jpg,0,1022,304,766
./data/all/2a883ac8372dec38.jpg,580,650,324,425
./data/all/2ac686b4cafffc9d.jpg,492,682,373,543
./data/all/2b5d152ec2f3d08a.jpg,34,956,388,596
./data/all/2b75656ec2a7ef8a.jpg,213,266,443,466
./data/all/2b78f0c7844a7f1f.jpg,47,89,375,391
./data/all/2b79668c3399e7e8.jpg,191,233,585,601
./data/all/2b7eff21a0456d18.jpg,744,840,451,510
./data/all/2b876a4e9b5d7dac.jpg,41,132,495,565
./data/all/2bba3bd882f73e18.jpg,483,643,331,429
./data/all/2bba54faf19d2319.jpg,528,641,306,349
./data/all/2bc0efa1caf59970.jpg,161,198,604,616
./data/all/2bdc4c219e90d705.jpg,136,272,126,381
./data/all/2be40a220ce9ba75.jpg,188,298,650,674
./data/all/2bf6dc6afce09185.jpg,28,73,480,493
./data/all/2bf6dc6afce09185.jpg,802,836,531,543
./data/all/2c136f11b2fcf775.jpg,737,845,250,312
./data/all/2c136f11b2fcf775.jpg,9,105,167,192
./data/all/2c136f11b2fcf775.jpg,37,89,83,97
./data/all/2c1988667844d5db.jpg,898,987,270,310
./data/all/2c1b586b13c1666b.jpg,316,353,360,377
./data/all/2c1b586b13c1666b.jpg,692,740,382,404
./data/all/2c29f889d811329a.jpg,99,155,390,422
./data/all/2c29f889d811329a.jpg,231,360,580,656
./data/all/2c3eb0019d09d163.jpg,409,636,342,441
./data/all/2c57bd6d734b6ff3.jpg,320,732,503,717
./data/all/2c75228218b9f9c5.jpg,241,358,346,424
./data/all/2c75228218b9f9c5.jpg,54,104,197,229
./data/all/2c7b394bf0e1a240.jpg,55,119,299,315
./data/all/2c7b394bf0e1a240.jpg,156,198,265,277
./data/all/2c7b394bf0e1a240.jpg,680,774,350,390
./data/all/2c94f3b202f66f78.jpg,319,573,873,970
./data/all/2cb3b792c400b427.jpg,101,157,426,510
./data/all/2cb3b792c400b427.jpg,945,1022,239,268
./data/all/2cb821ca0639adfa.jpg,566,769,374,479
./data/all/2cc32a335f698db0.jpg,721,745,412,427
./data/all/2cc32a335f698db0.jpg,954,977,422,435
./data/all/2ce48ce3549f099e.jpg,633,798,240,336
./data/all/2ce48ce3549f099e.jpg,172,204,58,68
./data/all/2cf377a12b9c0777.jpg,436,706,424,530
./data/all/2cf5d03427d91c2c.jpg,119,210,392,470
./data/all/2d05c4a724f8cb51.jpg,658,733,679,717
./data/all/2d07c2b77a06c8f1.jpg,838,874,572,584
./data/all/2d0dc6d96395c81a.jpg,253,309,882,895
./data/all/2d107376acaa584e.jpg,162,836,495,648
./data/all/2d506d7adae903c9.jpg,757,803,547,579
./data/all/2d805cbaecafeb99.jpg,765,844,597,645
./data/all/2d84ece14ffdde79.jpg,388,440,465,495
./data/all/2db9e56b3a94f190.jpg,246,310,353,387
./data/all/2dd08a8e003bd44b.jpg,847,930,132,189
./data/all/2de6609d681f12d7.jpg,95,135,477,522
./data/all/2de6609d681f12d7.jpg,886,919,344,369
./data/all/2de962a1abfcdef0.jpg,238,300,416,454
./data/all/2de962a1abfcdef0.jpg,667,675,382,385
./data/all/2debdd96d7772bef.jpg,207,259,481,501
./data/all/2debdd96d7772bef.jpg,457,498,411,427
./data/all/2debdd96d7772bef.jpg,679,710,345,360
./data/all/2df2af350eaae663.jpg,157,193,598,618
./data/all/2df2af350eaae663.jpg,755,778,583,595
./data/all/2e0d5f519f82294b.jpg,808,959,505,539
./data/all/2e165255ddee3855.jpg,221,254,374,390
./data/all/2e16cdfa94e5d456.jpg,800,875,327,365
./data/all/2e6c92127ae9e2bb.jpg,202,836,558,670
./data/all/2e78c416fb4d3114.jpg,24,56,805,828
./data/all/2e78c416fb4d3114.jpg,245,291,652,680
./data/all/2e8448f82d5f436b.jpg,101,231,442,477
./data/all/2e893e0c6aaefa86.jpg,4,81,767,808
./data/all/2e901819a308b601.jpg,110,145,460,474
./data/all/2e901819a308b601.jpg,492,601,545,572
./data/all/2e901bdfa9ce33c4.jpg,327,456,792,833
./data/all/2e90e0ba76894878.jpg,272,463,718,782
./data/all/2e93a8fd83d9999c.jpg,85,139,515,531
./data/all/2e93a8fd83d9999c.jpg,253,291,485,490
./data/all/2e93a8fd83d9999c.jpg,447,480,501,511
./data/all/2e93a8fd83d9999c.jpg,636,669,505,515
./data/all/2e93a8fd83d9999c.jpg,742,772,495,502
./data/all/2e93a8fd83d9999c.jpg,887,911,472,480
./data/all/2ea76f913007ba4c.jpg,47,107,357,420
./data/all/2ecbb9e4696d0d35.jpg,157,769,154,491
./data/all/2ecc0a17a0912cf0.jpg,347,704,599,687
./data/all/2ede22b19343c52a.jpg,673,840,403,465
./data/all/2f0d248436a3a1f9.jpg,988,1022,614,648
./data/all/2f15ebca770376c9.jpg,326,369,670,694
./data/all/2f2513e641eed75c.jpg,546,578,591,607
./data/all/2f4d7ce16c3a9434.jpg,706,745,578,590
./data/all/2f5f589e83f6e645.jpg,130,160,492,526
./data/all/2f5f589e83f6e645.jpg,923,990,452,482
./data/all/2f6aa6a4637c5357.jpg,31,83,541,571
./data/all/2f6aa6a4637c5357.jpg,627,646,517,525
./data/all/2f6aa6a4637c5357.jpg,837,857,515,527
./data/all/2f6f6e862600792d.jpg,302,386,771,789
./data/all/2f6fbf1e163dd7ed.jpg,83,881,41,529
./data/all/2f7a3b7c202d7805.jpg,203,368,555,640
./data/all/2f82af757244a29a.jpg,310,359,879,901
./data/all/2fa0a2905a77319e.jpg,682,697,333,342
./data/all/2fa0a2905a77319e.jpg,878,1023,638,707
./data/all/2fc93cf34b4b8b71.jpg,0,62,791,805
./data/all/2fd006976b3988d9.jpg,275,300,707,717
./data/all/2fd006976b3988d9.jpg,354,381,682,692
./data/all/2fd006976b3988d9.jpg,461,483,726,737
./data/all/2fd006976b3988d9.jpg,475,498,670,679
./data/all/2fd006976b3988d9.jpg,604,620,710,722
./data/all/2fd006976b3988d9.jpg,674,694,663,670
./data/all/2feed8f677bb086d.jpg,410,483,678,701
./data/all/2ff6942fa345285c.jpg,265,502,216,291
./data/all/3008bb0513257446.jpg,24,167,497,561
./data/all/303dce951808e234.jpg,44,87,343,368
./data/all/303dce951808e234.jpg,564,689,385,447
./data/all/303fbe09f47082fa.jpg,353,687,327,405
./data/all/3064ac4b0bbf1e33.jpg,124,145,461,469
./data/all/3075ac99e28f7f48.jpg,125,242,508,598
./data/all/3075ac99e28f7f48.jpg,958,1023,225,246
./data/all/3083833c03f6d327.jpg,851,928,571,594
./data/all/308885158c66be94.jpg,0,51,345,369
./data/all/308885158c66be94.jpg,807,886,384,446
./data/all/308b95dcc44aeb21.jpg,162,257,424,450
./data/all/308b95dcc44aeb21.jpg,649,750,475,498
./data/all/309fa502e8aa140f.jpg,675,748,406,443
./data/all/30aa408ae59bcd15.jpg,578,701,107,351
./data/all/30b0d497465ebb4d.jpg,23,44,476,484
./data/all/30b0d497465ebb4d.jpg,267,318,518,531
./data/all/30cd558b976a558a.jpg,152,493,694,863
./data/all/30dd6d1aea6a907f.jpg,45,994,152,442
./data/all/30e316f09d7cea24.jpg,113,180,546,608
./data/all/30e316f09d7cea24.jpg,877,915,307,320
./data/all/30e5cfb58d3535e5.jpg,375,593,650,763
./data/all/30f3d2788a9b6191.jpg,29,121,782,822
./data/all/30f5a0a961202c1b.jpg,89,469,480,607
./data/all/3107a74d0103510d.jpg,74,193,630,663
./data/all/312559b88a4ac48c.jpg,686,717,550,559
./data/all/314a92443055fcb4.jpg,496,634,319,378
./data/all/315bdc143b097bdb.jpg,184,237,319,332
./data/all/315bdc143b097bdb.jpg,586,640,344,364
./data/all/31863aa5fb886d1b.jpg,125,262,378,432
./data/all/31863aa5fb886d1b.jpg,875,948,142,160
./data/all/3187884be4815adc.jpg,409,628,523,637
./data/all/31add810a9b07007.jpg,45,150,264,294
./data/all/31add810a9b07007.jpg,609,777,363,404
./data/all/31c8f86a68921243.jpg,743,833,519,535
./data/all/31d9e2f1e48283fd.jpg,63,91,282,290
./data/all/31d9e2f1e48283fd.jpg,104,124,266,272
./data/all/31d9e2f1e48283fd.jpg,785,864,411,469
./data/all/323933cd8090d7a8.jpg,221,248,701,716
./data/all/323933cd8090d7a8.jpg,669,708,680,693
./data/all/323933cd8090d7a8.jpg,826,874,705,723
./data/all/323f67655dfc29dc.jpg,137,247,498,591
./data/all/323f67655dfc29dc.jpg,231,252,198,213
./data/all/323f67655dfc29dc.jpg,492,522,241,253
./data/all/323f67655dfc29dc.jpg,884,964,224,252
./data/all/326ec104487fabf0.jpg,32,463,352,639
./data/all/326ec104487fabf0.jpg,0,408,40,325
./data/all/326ec104487fabf0.jpg,537,1022,215,552
./data/all/3285a0aafe88486d.jpg,411,646,541,672
./data/all/328d7563585d3085.jpg,100,192,579,671
./data/all/328d7563585d3085.jpg,963,996,244,265
./data/all/32a77d5b748a37ff.jpg,97,136,614,627
./data/all/32a77d5b748a37ff.jpg,229,239,517,521
./data/all/32a77d5b748a37ff.jpg,229,257,579,587
./data/all/32a77d5b748a37ff.jpg,457,478,564,575
./data/all/32a77d5b748a37ff.jpg,525,558,630,646
./data/all/32a77d5b748a37ff.jpg,778,794,607,615
./data/all/32a77d5b748a37ff.jpg,795,812,573,584
./data/all/32a77d5b748a37ff.jpg,965,974,563,571
./data/all/32a77d5b748a37ff.jpg,1003,1012,552,557
./data/all/32c2adaea2682f60.jpg,383,426,477,499
./data/all/32c2adaea2682f60.jpg,992,1016,447,458
./data/all/32ee130be84f9cb6.jpg,186,274,422,471
./data/all/32f14e8a0df12488.jpg,0,12,196,204
./data/all/32f14e8a0df12488.jpg,699,759,420,470
./data/all/32f14e8a0df12488.jpg,897,940,221,246
./data/all/32f14e8a0df12488.jpg,1006,1021,220,232
./data/all/32f2325e55c22944.jpg,588,635,95,126
./data/all/32fe644a1f080aa6.jpg,517,541,469,485
./data/all/330ac77b36168d85.jpg,196,588,382,574
./data/all/333a78ab0e9f407a.jpg,391,450,268,322
./data/all/33626220bef71581.jpg,385,463,557,601
./data/all/33637a39ab5d4d73.jpg,109,199,635,665
./data/all/33637a39ab5d4d73.jpg,730,778,12,22
./data/all/33637a39ab5d4d73.jpg,785,846,174,191
./data/all/3373c33f6ca04b2f.jpg,542,677,456,506
./data/all/3373c33f6ca04b2f.jpg,912,1010,323,355
./data/all/337d9be3ac12ff7e.jpg,44,559,572,628
./data/all/338747e8c02c884b.jpg,241,248,378,381
./data/all/338747e8c02c884b.jpg,414,434,455,466
./data/all/338747e8c02c884b.jpg,525,543,471,476
./data/all/338747e8c02c884b.jpg,792,819,594,599
./data/all/338747e8c02c884b.jpg,842,869,531,536
./data/all/338747e8c02c884b.jpg,995,1012,466,470
./data/all/33881964fcc550a6.jpg,334,513,334,377
./data/all/33a533273f96bf0e.jpg,107,149,529,558
./data/all/33bb2aabd73fc04c.jpg,977,1022,586,615
./data/all/33d0871a1750a61f.jpg,361,416,470,501
./data/all/33d0871a1750a61f.jpg,941,969,483,496
./data/all/33dfa5cef5c2df0d.jpg,416,593,203,353
./data/all/33ee29900e9d2241.jpg,243,410,701,762
./data/all/33ee29900e9d2241.jpg,716,762,357,380
./data/all/33f7c1d7e4d0aea4.jpg,492,565,353,381
./data/all/34102df9855e1655.jpg,61,99,907,931
./data/all/34321e117adafbe3.jpg,238,279,80,92
./data/all/34555fc65c101d15.jpg,809,930,397,480
./data/all/34648969fa39542f.jpg,145,859,193,655
./data/all/346b1bafc40f6208.jpg,242,345,423,450
./data/all/3474d368f69258cb.jpg,716,916,416,569
./data/all/34965c8dac1e55df.jpg,135,186,475,493
./data/all/34965c8dac1e55df.jpg,413,472,452,476
./data/all/3499e34ad04c82db.jpg,291,482,666,705
./data/all/34a667282151bccc.jpg,558,574,453,461
./data/all/34c2f3e0c40914d6.jpg,374,478,579,602
./data/all/34c9b00f0766893a.jpg,723,749,285,311
./data/all/34e4cac69a0c9f4d.jpg,484,502,315,324
./data/all/34ef818e79674b51.jpg,134,152,652,662
./data/all/34f29eb5b4186c24.jpg,222,259,408,436
./data/all/352a189ddc800357.jpg,298,333,830,849
./data/all/352a189ddc800357.jpg,464,486,783,798
./data/all/352b12fe29a114a4.jpg,255,412,834,942
./data/all/352fc4ef1c03d988.jpg,5,52,507,552
./data/all/352fc4ef1c03d988.jpg,894,915,400,416
./data/all/3531a500792f3f1f.jpg,661,708,522,550
./data/all/354a9ced189fa5e3.jpg,386,406,522,538
./data/all/354a9ced189fa5e3.jpg,861,912,535,566
./data/all/354e24b0669ce4d6.jpg,556,675,862,934
./data/all/358c5f6b98b5bc15.jpg,333,429,546,579
./data/all/3592ef943894df86.jpg,47,146,396,442
./data/all/3595c0ab7563c1a5.jpg,164,371,345,454
./data/all/35a2baee0685aef0.jpg,244,262,171,178
./data/all/35a2baee0685aef0.jpg,645,686,208,229
./data/all/35af4eb95cca96c8.jpg,368,607,469,531
./data/all/35b460428077ff20.jpg,671,700,558,576
./data/all/35b460428077ff20.jpg,978,1020,624,644
./data/all/35b47a8187445b21.jpg,369,404,686,701
./data/all/35b47a8187445b21.jpg,908,939,663,668
./data/all/35e8334a6663fc96.jpg,380,497,460,533
./data/all/35ecc66a0373455a.jpg,628,731,523,595
./data/all/35ecc66a0373455a.jpg,155,175,420,430
./data/all/35ee2c8a91ee6c18.jpg,824,857,254,277
./data/all/360c2cc841b63ede.jpg,47,82,13,26
./data/all/360f516e8357d5d5.jpg,664,738,518,578
./data/all/362373a86934dd4f.jpg,225,271,210,232
./data/all/362373a86934dd4f.jpg,827,871,245,272
